"File","Line","Match","Pattern"
"C:\Users\yejc2\source\repos\TOMWMS\TOMIMSV4\DAL\DAL.vbproj","793","<None Include=""packages.config"" />","packages\.config"
"C:\Users\yejc2\source\repos\TOMWMS\TOMIMSV4\DAL\DAL.vbproj","838","<Import Project=""..\..\packages\EmptyLicensesLicx.3.0.0\build\EmptyLicensesLicx.targets"" Condition=""Exists('..\..\packages\EmptyLicensesLicx.3.0.0\build\EmptyLicensesLicx.targets')"" />","<Import Project="".*packages\\"
"C:\Users\yejc2\source\repos\TOMWMS\TOMIMSV4\Entity\Entity.vbproj","755","<None Include=""packages.config"" />","packages\.config"
"C:\Users\yejc2\source\repos\TOMWMS\TOMIMSV4\TOMIMS_WCF\TOMIMS_WCF.vbproj","3","<Import Project=""..\..\packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\build\net45\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.props"" Condition=""Exists('..\..\packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\build\net45\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.props')"" />","<Import Project="".*packages\\"
"C:\Users\yejc2\source\repos\TOMWMS\TOMIMSV4\TOMIMS_WCF\TOMIMS_WCF.vbproj","413","<None Include=""packages.config"" />","packages\.config"
"C:\Users\yejc2\source\repos\TOMWMS\TOMIMSV4\TOMIMSV4\obj\WMS.vbproj.nuget.g.targets","4","<Import Project=""$(NuGetPackageRoot)system.valuetuple\4.6.1\buildTransitive\net471\System.ValueTuple.targets"" Condition=""Exists('$(NuGetPackageRoot)system.valuetuple\4.6.1\buildTransitive\net471\System.ValueTuple.targets')"" />","System\.ValueTuple"
"C:\Users\yejc2\source\repos\TOMWMS\TOMIMSV4\TOMIMSV4\obj\WMS.vbproj.nuget.g.targets","4","<Import Project=""$(NuGetPackageRoot)system.valuetuple\4.6.1\buildTransitive\net471\System.ValueTuple.targets"" Condition=""Exists('$(NuGetPackageRoot)system.valuetuple\4.6.1\buildTransitive\net471\System.ValueTuple.targets')"" />","System\.ValueTuple\."
"C:\Users\yejc2\source\repos\TOMWMS\TOMIMSV4\TOMIMSV4\WMS.vbproj","3","<Import Project=""..\..\packages\EntityFramework.6.4.4\build\EntityFramework.props"" Condition=""Exists('..\..\packages\EntityFramework.6.4.4\build\EntityFramework.props')"" />","<Import Project="".*packages\\"
"C:\Users\yejc2\source\repos\TOMWMS\TOMIMSV4\TOMIMSV4\WMS.vbproj","5519","<PackageReference Include=""System.ValueTuple"">","System\.ValueTuple"
"C:\Users\yejc2\source\repos\TOMWMS\TomLic\TomLic\TomLic\TomLic.vbproj","184","<None Include=""packages.config"" />","packages\.config"
"C:\Users\yejc2\source\repos\TOMWMS\TomLic\TomLic\TomLic\TomLic.vbproj","197","<Import Project=""..\..\..\packages\EmptyLicensesLicx.3.0.0\build\EmptyLicensesLicx.targets"" Condition=""Exists('..\..\..\packages\EmptyLicensesLicx.3.0.0\build\EmptyLicensesLicx.targets')"" />","<Import Project="".*packages\\"
"C:\Users\yejc2\source\repos\TOMWMS\TomLic\TomLic\TomLic\TomLic.vbproj","215","<Import Project=""..\..\..\packages\EmptyLicensesLicx.3.0.0\build\EmptyLicensesLicx.targets"" Condition=""Exists('..\..\..\packages\EmptyLicensesLicx.3.0.0\build\EmptyLicensesLicx.targets')"" />","<Import Project="".*packages\\"
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\obj\Release\Package\PackageTmp\Web.config","133","<assemblyIdentity name=""System.ValueTuple"" publicKeyToken=""cc7b13ffcd2ddd51"" culture=""neutral""/>","System\.ValueTuple"
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\obj\Release\Package\PackageTmp\Web.config","133","<assemblyIdentity name=""System.ValueTuple"" publicKeyToken=""cc7b13ffcd2ddd51"" culture=""neutral""/>","assemblyIdentity name=""System\.ValueTuple"""
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\obj\Release\TransformWebConfig\original\Web.config","138","<assemblyIdentity name=""System.ValueTuple"" publicKeyToken=""cc7b13ffcd2ddd51"" culture=""neutral"" />","System\.ValueTuple"
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\obj\Release\TransformWebConfig\original\Web.config","138","<assemblyIdentity name=""System.ValueTuple"" publicKeyToken=""cc7b13ffcd2ddd51"" culture=""neutral"" />","assemblyIdentity name=""System\.ValueTuple"""
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\obj\Release\TransformWebConfig\transformed\Web.config","133","<assemblyIdentity name=""System.ValueTuple"" publicKeyToken=""cc7b13ffcd2ddd51"" culture=""neutral""/>","System\.ValueTuple"
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\obj\Release\TransformWebConfig\transformed\Web.config","133","<assemblyIdentity name=""System.ValueTuple"" publicKeyToken=""cc7b13ffcd2ddd51"" culture=""neutral""/>","assemblyIdentity name=""System\.ValueTuple"""
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\obj\x86\Debug\Package\PackageTmp\Web.config","133","<assemblyIdentity name=""System.ValueTuple"" publicKeyToken=""cc7b13ffcd2ddd51"" culture=""neutral""/>","System\.ValueTuple"
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\obj\x86\Debug\Package\PackageTmp\Web.config","133","<assemblyIdentity name=""System.ValueTuple"" publicKeyToken=""cc7b13ffcd2ddd51"" culture=""neutral""/>","assemblyIdentity name=""System\.ValueTuple"""
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\obj\x86\Debug\TransformWebConfig\original\Web.config","138","<assemblyIdentity name=""System.ValueTuple"" publicKeyToken=""cc7b13ffcd2ddd51"" culture=""neutral"" />","System\.ValueTuple"
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\obj\x86\Debug\TransformWebConfig\original\Web.config","138","<assemblyIdentity name=""System.ValueTuple"" publicKeyToken=""cc7b13ffcd2ddd51"" culture=""neutral"" />","assemblyIdentity name=""System\.ValueTuple"""
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\obj\x86\Debug\TransformWebConfig\transformed\Web.config","133","<assemblyIdentity name=""System.ValueTuple"" publicKeyToken=""cc7b13ffcd2ddd51"" culture=""neutral""/>","assemblyIdentity name=""System\.ValueTuple"""
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\obj\x86\Debug\TransformWebConfig\transformed\Web.config","133","<assemblyIdentity name=""System.ValueTuple"" publicKeyToken=""cc7b13ffcd2ddd51"" culture=""neutral""/>","System\.ValueTuple"
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\WSHHRN.vbproj","143","<None Include=""packages.config"" />","packages\.config"
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\WSHHRN.vbproj","280","<None Include=""packages.config"" />","packages\.config"
"C:\Users\yejc2\source\repos\TOMWMS\WSHHRN\WSHHRN.vbproj","581","<Import Project=""..\packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.4.1.0\build\net472\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.targets"" Condition=""Exists('..\packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.4.1.0\build\net472\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.targets')"" />","<Import Project="".*packages\\"
"C:\Users\yejc2\source\repos\TOMWMS\WSSAPSYNC\WSSAPSYNC.vbproj","3","<Import Project=""packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\build\net46\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.props"" Condition=""Exists('packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\build\net46\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.props')"" />","<Import Project="".*packages\\"
"C:\Users\yejc2\source\repos\TOMWMS\WSSAPSYNC\WSSAPSYNC.vbproj","141","<Content Include=""packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\tools\RoslynLatest\System.ValueTuple.dll"" />","System\.ValueTuple"
"C:\Users\yejc2\source\repos\TOMWMS\WSSAPSYNC\WSSAPSYNC.vbproj","141","<Content Include=""packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\tools\RoslynLatest\System.ValueTuple.dll"" />","System\.ValueTuple\."
"C:\Users\yejc2\source\repos\TOMWMS\WSSAPSYNC\WSSAPSYNC.vbproj","141","<Content Include=""packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\tools\RoslynLatest\System.ValueTuple.dll"" />","System\.ValueTuple\.dll"
